01.png	2.6
02.png	2.6
03.png	2
04.png	1.9
05.png	1.9
06.png	2.7
07.png	1.8
08.png	1.9
09.png	1.4
10.png	1.63
11.png	1.99
12.png	2.22
13.png	3.36
